year,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,country,latitude,longitude,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,total_damages
1971,Geophysical,Earthquake,Ground movement,NA,Italy,42.5,11.8,1971,2,6,1971,2,6,22,41600
1971,Geophysical,Earthquake,Ground movement,NA,Turkey,37.6,29.8,1971,5,12,1971,5,12,57,NA
1971,Geophysical,Earthquake,Ground movement,NA,Turkey,38.934,40.653,1971,5,22,1971,5,22,878,5000
1971,Geophysical,Earthquake,Ground movement,NA,United States of America (the),34.416,-118.37,1971,2,9,1971,2,9,65,553000
1972,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),28.415,52.765,1972,4,10,1972,4,10,5057,1000
1972,Geophysical,Earthquake,Ground movement,NA,Italy,43.8,13.3,1972,2,4,1972,2,4,1,NA
1972,Geophysical,Earthquake,Ground movement,NA,Nicaragua,12.184,-86.223,1972,12,23,1972,12,23,10000,845000
1972,Geophysical,Earthquake,Ground movement,NA,Pakistan,36,73.4,1972,9,3,1972,9,3,100,NA
1972,Geophysical,Earthquake,Ground movement,NA,Peru,-6.855,-76.726,1972,3,20,1972,3,20,12,20000
1973,Geophysical,Earthquake,Ground movement,NA,Mexico,18.481,-102.996,1973,1,30,1973,1,30,56,NA
1973,Geophysical,Earthquake,Ground movement,NA,Mexico,18.267,-96.598,1973,8,28,1973,8,28,500,NA
1973,Geophysical,Earthquake,Ground movement,NA,Philippines (the),13.372,122.787,1973,3,17,1973,3,17,14,450
1974,Geophysical,Earthquake,Ground movement,NA,Japan,34.522,138.74,1974,5,9,1974,5,9,30,NA
1974,Geophysical,Earthquake,Ground movement,NA,Pakistan,35.1,72.9,1974,12,28,1974,12,28,4700,3255
1974,Geophysical,Earthquake,Ground movement,NA,Peru,-12.265,-77.795,1974,10,4,1974,10,4,78,10000
1975,Geophysical,Earthquake,Tsunami,NA,Solomon Islands,-7.104,155.152,1975,7,21,1975,7,21,200,NA
1975,Geophysical,Earthquake,Ground movement,NA,Turkey,38.474,40.723,1975,9,6,1975,9,6,2385,17000
1976,Geophysical,Earthquake,Ground movement,NA,Philippines (the),6.262,124.023,1976,8,17,1976,8,17,6000,134000
1976,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),33.8,59.15,1976,11,6,1976,11,6,16,NA
1976,Geophysical,Earthquake,Ground movement,NA,Iceland,66.157,-16.582,1976,1,13,1976,1,13,1,NA
1976,Geophysical,Earthquake,Ground movement,NA,Italy,46.356,13.275,1976,5,6,1976,5,6,922,3600000
1976,Geophysical,Earthquake,Ground movement,NA,New Zealand,-28.427,-177.657,1976,1,15,1976,1,15,NA,NA
1976,Geophysical,Earthquake,Ground movement,NA,Soviet Union,40.381,63.472,1976,5,17,1976,5,17,NA,85000
1976,Geophysical,Earthquake,Ground movement,NA,Turkey,41.13,43.01,1976,3,25,1976,3,25,2,NA
1976,Geophysical,Earthquake,Ground movement,NA,Turkey,37.7,28.89,1976,8,19,1976,8,19,4,NA
1976,Geophysical,Earthquake,Ground movement,NA,Turkey,39.121,44.029,1976,11,24,1976,11,24,3840,25000
1977,Geophysical,Earthquake,Ground movement,NA,Solomon Islands,-9.828,160.323,1977,4,21,1977,4,21,34,NA
1977,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),27.609,56.393,1977,3,22,1977,3,22,167,NA
1977,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),31.98,50.68,1977,4,7,1977,4,7,352,NA
1977,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),38.934,44.38,1977,5,26,1977,5,26,3,NA
1977,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),30.95,56.47,1977,12,20,1977,12,20,589,NA
1977,Geophysical,Earthquake,Ground movement,NA,Philippines (the),16.773,122.327,1977,3,19,1977,3,19,1,100
1977,Geophysical,Earthquake,Ground movement,NA,Romania,45.772,26.761,1977,3,4,1977,3,4,1641,2000000
1977,Geophysical,Earthquake,Ground movement,NA,Tonga,-22.878,-175.9,1977,6,23,1977,6,23,1,1200
1977,Geophysical,Earthquake,Ground movement,NA,Turkey,38.56,40.02,1977,3,25,1977,3,25,30,NA
1978,Geophysical,Earthquake,Ground movement,NA,Japan,34.809,139.259,1978,1,14,1978,1,14,25,NA
1978,Geophysical,Earthquake,Ground movement,NA,Italy,38.391,15.066,1978,4,16,1978,4,16,5,NA
1978,Geophysical,Earthquake,Ground movement,NA,Japan,38.19,142.028,1978,6,12,1978,6,12,28,865000
1941,Geophysical,Earthquake,Ground movement,NA,Yemen Arab Rep,16.4,43.5,1941,1,11,1941,1,11,1200,NA
1950,Geophysical,Earthquake,Ground movement,NA,Venezuela (Bolivarian Republic of),10.5,-68,1950,8,3,1950,8,3,100,NA
1963,Geophysical,Earthquake,Ground movement,NA,Yugoslavia,42.1,21.3,1963,7,26,1963,7,26,1070,1000000
1967,Geophysical,Earthquake,Ground movement,NA,Venezuela (Bolivarian Republic of),10.559,-67.33,1967,7,28,1967,7,28,240,140000
1967,Geophysical,Earthquake,Ground movement,NA,Yugoslavia,42,21.28,1967,11,30,1967,11,30,7,20000
1968,Geophysical,Earthquake,Ground movement,NA,Yugoslavia,42.1,19.3,1968,11,3,1968,11,3,1,38600
1969,Geophysical,Earthquake,Ground movement,NA,Yugoslavia,44.9,17.3,1969,10,26,1969,10,26,15,50000
1969,Geophysical,Earthquake,Ground movement,NA,South Africa,-33.268,19.386,1969,9,29,1969,9,29,9,24000
1977,Geophysical,Volcanic activity,Ash fall,NA,Congo (the Democratic Republic of the),-1.52,29.25,1977,1,10,1977,1,10,147,NA
1978,Geophysical,Earthquake,Ground movement,NA,Germany Fed Rep,48.29,9.01,1978,9,3,1978,9,3,NA,150000
1979,Geophysical,Earthquake,Ground movement,NA,Guatemala,14.321,-90.082,1979,10,9,1979,10,9,NA,NA
1979,Geophysical,Earthquake,Ground movement,NA,Colombia,1.598,-79.358,1979,12,12,1979,12,12,579,8000
1979,Geophysical,Earthquake,Ground movement,NA,Albania,42.096,19.209,1979,4,15,1979,4,15,35,NA
1979,Geophysical,Earthquake,Ground movement,NA,China,31.452,119.241,1979,7,9,1979,7,9,42,NA
1979,Geophysical,Earthquake,Ground movement,NA,China,41.145,108.129,1979,8,25,1979,8,25,NA,NA
1979,Geophysical,Earthquake,Ground movement,NA,Colombia,4.805,-76.217,1979,11,23,1979,11,23,60,20000
1980,Geophysical,Earthquake,Ground movement,NA,Algeria,36.195,1.354,1980,10,10,1980,10,10,2633,5200000
1980,Geophysical,Earthquake,Ground movement,NA,Azores Islands,38.815,-27.78,1980,1,1,1980,1,1,69,5000
1980,Geophysical,Earthquake,Ground movement,NA,Ecuador,-1.948,-80.017,1980,8,18,1980,8,18,8,NA
1980,Geophysical,Earthquake,Ground movement,NA,Greece,39.203,22.729,1980,7,12,1980,7,12,1,5000
1981,Geophysical,Earthquake,Ground movement,NA,Colombia,8.117,-72.527,1981,10,18,1981,10,18,10,5000
1981,Geophysical,Earthquake,Ground movement,NA,Greece,39.481,20.699,1981,3,10,1981,3,10,2,NA
1981,Geophysical,Earthquake,Ground movement,NA,China,30.927,101.098,1981,1,24,1981,1,24,150,NA
1981,Geophysical,Earthquake,Ground movement,NA,Greece,38.222,22.934,1981,2,24,1981,2,24,22,900000
1982,Geophysical,Earthquake,Ground movement,NA,Afghanistan,36.148,69.011,1982,12,16,1982,12,16,500,1000
1982,Geophysical,Earthquake,Ground movement,NA,Albania,40.883,19.59,1982,11,16,1982,11,16,1,5000
1982,Geophysical,Earthquake,Ground movement,NA,China,31.907,99.931,1982,6,16,1982,6,16,10,NA
1983,Geophysical,Earthquake,Ground movement,NA,Costa Rica,9.652,-83.688,1983,7,3,1983,7,3,2,5000
1983,Geophysical,Earthquake,Ground movement,NA,Chile,-26.535,-70.563,1983,10,4,1983,10,4,4,1000
1983,Geophysical,Earthquake,Ground movement,NA,China,35.206,115.213,1983,11,7,1983,11,7,34,NA
1983,Geophysical,Earthquake,Ground movement,NA,Colombia,2.461,-76.686,1983,3,31,1983,3,31,250,410900
1983,Geophysical,Earthquake,Ground movement,NA,Costa Rica,8.717,-83.123,1983,4,2,1983,4,2,10,1000
1983,Geophysical,Earthquake,Ground movement,NA,Guinea,11.866,-13.529,1983,12,22,1983,12,22,275,NA
1983,Geophysical,Earthquake,Ground movement,NA,Greece,38.294,20.262,1983,3,24,1983,3,24,NA,NA
1985,Geophysical,Earthquake,Ground movement,NA,Argentina,-33.053,-68.467,1985,1,26,1985,1,26,6,NA
1985,Geophysical,Earthquake,Ground movement,NA,Chile,-33.135,-71.871,1985,3,3,1985,3,3,180,1500000
1985,Geophysical,Earthquake,Ground movement,NA,China,25.926,102.871,1985,4,18,1985,4,18,22,NA
1985,Geophysical,Earthquake,Ground movement,NA,China,39.431,75.224,1985,8,23,1985,8,23,67,NA
1985,Geophysical,Earthquake,Ground movement,NA,Algeria,36.46,6.791,1985,10,27,1985,10,27,30,1000
1985,Geophysical,Earthquake,Ground movement,NA,Guatemala,15.299,-90.863,1985,10,11,1985,10,11,NA,NA
1987,Geophysical,Earthquake,Ground movement,NA,Chile,-19.022,-69.991,1987,8,8,1987,8,8,5,1000
1987,Geophysical,Earthquake,Ground movement,NA,Ecuador,0.151,-77.785,1987,3,5,1987,3,5,5000,1500000
1987,Geophysical,Earthquake,Ground movement,NA,Ecuador,-0.978,-78.05,1987,9,22,1987,9,22,2,NA
1987,Geophysical,Earthquake,Ground movement,NA,China,41.529,79.318,1987,1,24,1987,1,24,NA,NA
1987,Geophysical,Earthquake,Ground movement,NA,China,24.924,115.608,1987,8,2,1987,8,2,NA,NA
1987,Geophysical,Earthquake,Ground movement,NA,Algeria,35.964,1.374,1987,1,26,1987,1,26,1,1000
1988,Geophysical,Earthquake,Ground movement,NA,Greece,37.938,20.932,1988,10,16,1988,10,16,NA,NA
1988,Geophysical,Earthquake,Ground movement,NA,Guatemala,13.881,-90.45,1988,11,3,1988,11,3,5,NA
1988,Geophysical,Earthquake,Ground movement,NA,Bangladesh,24.688,991.57,1988,2,6,1988,2,6,2,NA
1988,Geophysical,Earthquake,Ground movement,NA,China,38.111,106.336,1988,1,4,1988,1,4,NA,NA
1988,Geophysical,Earthquake,Ground movement,NA,China,22.789,99.611,1988,11,6,1988,11,6,939,269000
1988,Geophysical,Earthquake,Ground movement,NA,Algeria,36.443,2.759,1988,10,31,1988,10,31,NA,NA
1988,Geophysical,Earthquake,Ground movement,NA,Guatemala,13.881,-90.45,1988,10,15,1988,10,15,NA,NA
1978,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),33.386,57.434,1978,9,16,1978,9,16,25000,50000
1978,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),32.14,49.65,1978,12,14,1978,12,14,45,NA
1978,Geophysical,Earthquake,Ground movement,NA,Mexico,16.01,-96.591,1978,11,29,1978,11,29,9,NA
1979,Geophysical,Earthquake,Ground movement,NA,Indonesia,-1.679,136.04,1979,9,12,1979,9,12,2,NA
1979,Geophysical,Earthquake,Tsunami,NA,Indonesia,8.8,123.5,1979,7,18,1979,7,18,539,NA
1979,Geophysical,Earthquake,Ground movement,NA,Indonesia,-7.656,108.252,1979,11,2,1979,11,2,26,16000
1979,Geophysical,Earthquake,Ground movement,NA,Indonesia,-3.299,102.712,1979,12,15,1979,12,15,5,NA
1979,Geophysical,Earthquake,Ground movement,NA,Indonesia,-8.39,115.889,1979,12,18,1979,12,18,32,NA
1979,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),33.897,59.472,1979,1,16,1979,1,16,199,NA
1979,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),33.918,59.741,1979,11,14,1979,11,14,350,NA
1979,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),33.962,59.726,1979,11,27,1979,11,27,16,NA
1979,Geophysical,Earthquake,Ground movement,NA,Italy,42.812,13.061,1979,9,19,1979,9,19,5,NA
1979,Geophysical,Volcanic activity,Ash fall,NA,Italy,37.734,15.004,1979,9,12,1979,9,12,9,NA
1979,Geophysical,Earthquake,Ground movement,NA,Mexico,17.813,-101.276,1979,3,14,1979,3,14,5,30000
1979,Geophysical,Earthquake,Ground movement,NA,Peru,-16.39,-72.658,1979,2,16,1979,2,16,13,NA
1980,Geophysical,Earthquake,Ground movement,NA,India,32.913,75.633,1980,8,24,1980,8,24,13,NA
1980,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),34.587,50.652,1980,12,19,1980,12,19,20,5000
1980,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),34.503,50.59,1980,12,22,1980,12,22,4,1000
1980,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),35.4,51.26,1980,11,30,1980,11,30,26,NA
1980,Geophysical,Earthquake,Ground movement,NA,Italy,40.914,15.366,1980,11,23,1980,11,23,4689,20000000
1980,Geophysical,Earthquake,Ground movement,NA,Japan,35.45,139.964,1980,9,25,1980,9,25,2,1000
1980,Geophysical,Earthquake,Ground movement,NA,Mexico,32.2,-115.122,1980,6,9,1980,6,9,2,NA
1980,Geophysical,Earthquake,Ground movement,NA,Mexico,18.211,-98.24,1980,10,24,1980,10,24,65,5000
1980,Geophysical,Earthquake,Ground movement,NA,Nepal,29.598,81.092,1980,7,29,1980,7,29,100,245000
1980,Geophysical,Earthquake,Ground movement,NA,Peru,-13.347,-74.545,1980,11,12,1980,11,12,7,1000
1981,Geophysical,Earthquake,Ground movement,NA,Indonesia,-4.576,139.232,1981,1,19,1981,1,19,306,5000
1981,Geophysical,Earthquake,Ground movement,NA,Pakistan,35.693,73.594,1981,9,12,1981,9,12,250,5000
1981,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),29.913,57.715,1981,6,11,1981,6,11,2000,5000
1981,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),30.013,57.794,1981,7,28,1981,7,28,1200,1000000
1981,Geophysical,Earthquake,Ground movement,NA,Italy,41.051,14.601,1981,2,14,1981,2,14,12,500
1981,Geophysical,Earthquake,Ground movement,NA,Mexico,18.048,-102.084,1981,10,24,1981,10,24,3,NA
1981,Geophysical,Earthquake,Ground movement,NA,Pakistan,29.856,66.962,1981,12,12,1981,12,12,6,NA
1981,Geophysical,Earthquake,Ground movement,NA,Peru,-13.166,-74.522,1981,6,22,1981,6,22,10,NA
1981,Geophysical,Earthquake,Ground movement,NA,Peru,-13.144,-74.376,1981,4,18,1981,4,18,8,NA
1982,Geophysical,Earthquake,Ground movement,NA,Indonesia,-8.405,123.08,1982,12,25,1982,12,25,13,1450
1982,Geophysical,Earthquake,Ground movement,NA,Indonesia,4.374,97.755,1982,2,24,1982,2,24,NA,3500
1982,Geophysical,Earthquake,Ground movement,NA,Japan,42.158,142.361,1982,3,21,1982,3,21,110,1000
1982,Geophysical,Earthquake,Ground movement,NA,Italy,43.164,12.586,1982,10,17,1982,10,17,NA,35000
1982,Geophysical,Earthquake,Ground movement,NA,Mexico,16.558,-98.358,1982,6,7,1982,6,7,9,NA
1982,Geophysical,Earthquake,Ground movement,NA,Peru,-12.69,-76.065,1982,3,28,1982,3,28,3,5000
1983,Geophysical,Earthquake,Ground movement,NA,Philippines (the),18.231,120.86,1983,8,18,1983,8,18,19,2227
1983,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),35.953,52.264,1983,3,26,1983,3,26,30,5000
1983,Geophysical,Earthquake,Ground movement,NA,Japan,35.5,139.07,1983,8,8,1983,8,8,1,NA
1983,Geophysical,Earthquake,Tsunami,NA,Japan,40.462,139.102,1983,5,26,1983,5,26,102,416000
1983,Geophysical,Earthquake,Ground movement,NA,Indonesia,5.723,94.722,1983,4,3,1983,4,3,NA,1000
1983,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),36.948,49.18,1983,7,22,1983,7,22,3,5000
1983,Geophysical,Earthquake,Ground movement,NA,Pakistan,36.372,70.738,1983,12,31,1983,12,31,24,3000
1983,Geophysical,Earthquake,Ground movement,NA,Peru,-4.843,-78.103,1983,4,12,1983,4,12,10,500
1983,Geophysical,Earthquake,Ground movement,NA,Papua New Guinea,5.392,151.868,1983,12,22,1983,12,22,10,NA
1983,Geophysical,Volcanic activity,Ash fall,NA,Papua New Guinea,-4.271,152.203,1983,10,15,1983,10,15,NA,NA
1985,Geophysical,Earthquake,Ground movement,NA,Indonesia,-4.13,136.049,1985,9,15,1985,9,15,10,NA
1985,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),28.399,52.997,1985,2,3,1985,2,3,1,NA
1985,Geophysical,Earthquake,Ground movement,NA,Mexico,18.19,-102.533,1985,9,19,1985,9,19,9500,4104000
1985,Geophysical,Earthquake,Ground movement,NA,Pakistan,36.19,70.896,1985,7,29,1985,7,29,5,2000
1985,Geophysical,Earthquake,Ground movement,NA,Peru,-9.159,-78.887,1985,8,21,1985,8,21,NA,NA
1985,Geophysical,Earthquake,Ground movement,NA,Philippines (the),7.758,123.544,1985,3,19,1985,3,19,2,NA
1985,Geophysical,Earthquake,Ground movement,NA,Papua New Guinea,-5.599,151.045,1985,5,11,1985,5,11,NA,1000
1987,Geophysical,Earthquake,Ground movement,NA,Indonesia,-8.247,124.155,1987,11,26,1987,11,26,125,5000
1987,Geophysical,Earthquake,Ground movement,NA,Papua New Guinea,-6.088,147.689,1987,2,9,1987,2,9,1,2625
1987,Geophysical,Earthquake,Ground movement,NA,Indonesia,2.244,98.866,1987,4,26,1987,4,26,2,NA
1987,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),34.076,48.266,1987,5,29,1987,5,29,2,NA
1987,Geophysical,Earthquake,Ground movement,NA,Japan,35.38,140.214,1987,12,17,1987,12,17,2,NA
1987,Geophysical,Earthquake,Ground movement,NA,Mexico,33.015,-115.852,1987,11,24,1987,11,24,2,NA
1987,Geophysical,Earthquake,Ground movement,NA,New Zealand,-37.965,176.765,1987,3,2,1987,3,2,1,210000
1988,Geophysical,Earthquake,Ground movement,NA,India,26.755,616,1988,8,21,1988,8,21,382,71500
1988,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),29.974,51.679,1988,8,11,1988,8,11,1,NA
1988,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),30.89,50.194,1988,3,30,1988,3,30,NA,NA
1988,Geophysical,Earthquake,Ground movement,NA,Nepal,26.755,86.616,1988,8,20,1988,8,20,709,60000
1978,Geophysical,Earthquake,Ground movement,NA,Turkey,36.69,39.79,1978,2,15,1978,2,15,NA,NA
1979,Geophysical,Earthquake,Ground movement,NA,Yugoslavia,42.096,19.209,1979,4,15,1979,4,15,121,450000
1979,Geophysical,Earthquake,Ground movement,NA,Yugoslavia,42.255,18.752,1979,5,24,1979,5,24,NA,NA
1980,Geophysical,Earthquake,Ground movement,NA,Yugoslavia,43.294,20.837,1980,5,18,1980,5,18,NA,NA
1980,Geophysical,Earthquake,Ground movement,NA,Venezuela (Bolivarian Republic of),8.045,-72.441,1980,11,26,1980,11,26,NA,NA
1981,Geophysical,Earthquake,Ground movement,NA,Yugoslavia,44.849,17.312,1981,8,13,1981,8,13,NA,5000
1982,Geophysical,Earthquake,Ground movement,NA,El Salvador,13.332,-89.387,1982,6,19,1982,6,19,20,5000
1982,Geophysical,Earthquake,Ground movement,NA,Yemen Arab Rep,14.701,44.379,1982,12,13,1982,12,13,1507,2000000
1983,Geophysical,Earthquake,Ground movement,NA,United States of America (the),19.43,-155.454,1983,11,16,1983,11,16,NA,6250
1983,Geophysical,Earthquake,Ground movement,NA,Soviet Union,39.042,48.714,1983,4,2,1983,4,2,NA,5000
1983,Geophysical,Earthquake,Ground movement,NA,Turkey,40.33,42.187,1983,10,30,1983,10,30,1346,25000
1983,Geophysical,Earthquake,Ground movement,NA,United States of America (the),36.219,-120.317,1983,5,2,1983,5,2,NA,31000
1983,Geophysical,Earthquake,Ground movement,NA,United States of America (the),43.974,-113.916,1983,10,28,1983,10,28,2,15000
1983,Geophysical,Earthquake,Ground movement,NA,Yugoslavia,41.959,21.54,1983,2,25,1983,2,25,12,NA
1985,Geophysical,Earthquake,Ground movement,NA,Soviet Union,36.19,70.896,1985,7,29,1985,7,29,NA,NA
1985,Geophysical,Earthquake,Ground movement,NA,Soviet Union,40.301,69.823,1985,10,14,1985,10,14,29,NA
1985,Geophysical,Earthquake,Ground movement,NA,Turkey,40.31,42.307,1985,11,7,1985,11,7,NA,NA
1985,Geophysical,Earthquake,Ground movement,NA,Yugoslavia,41.581,22.254,1985,9,28,1985,9,28,NA,NA
1986,Geophysical,Earthquake,Ground movement,NA,Soviet Union,26,46.5,1986,8,31,1986,8,31,1,730000
1986,Geophysical,Earthquake,Ground movement,NA,Soviet Union,41.431,43.737,1986,5,13,1986,5,13,2,NA
1987,Geophysical,Earthquake,Ground movement,NA,United States of America (the),34.061,-118.079,1987,10,1,1987,10,1,8,213000
1987,Geophysical,Earthquake,Ground movement,NA,United States of America (the),33.013,115.838,1987,11,24,1987,11,24,NA,4000
1988,Geophysical,Earthquake,Ground movement,NA,Soviet Union,40.987,44.185,1988,12,7,1988,12,7,25000,14000000
1988,Geophysical,Earthquake,Ground movement,NA,Albania,41.246,19.63,1988,1,9,1988,1,9,NA,NA
1989,Geophysical,Earthquake,Ground movement,NA,Algeria,36.788,2.448,1989,10,29,1989,10,29,22,NA
1989,Geophysical,Earthquake,Ground movement,NA,Australia,-32.967,151.619,1989,12,28,1989,12,28,12,1000000
1989,Geophysical,Earthquake,Ground movement,NA,Bangladesh,21.861,89.763,1989,6,12,1989,6,12,1,NA
1989,Geophysical,Earthquake,Ground movement,NA,China,29.987,99.195,1989,4,15,1989,4,15,8,164000
1989,Geophysical,Earthquake,Ground movement,NA,China,39.893,113.884,1989,10,18,1989,10,18,29,NA
1989,Geophysical,Earthquake,Ground movement,NA,China,23.553,99.526,1989,5,7,1989,5,7,1,54000
1989,Geophysical,Earthquake,Ground movement,NA,China,29.882,106.804,1989,11,20,1989,11,20,4,NA
1989,Geophysical,Earthquake,Ground movement,NA,China,31.583,102.433,1989,9,22,1989,9,22,NA,NA
1990,Geophysical,Earthquake,Ground movement,NA,Bulgaria,45.841,26.668,1990,5,30,1990,5,30,1,NA
1993,Geophysical,Earthquake,Ground movement,NA,Colombia,6.47,-71.21,1993,7,22,1993,7,22,2,NA
1989,Geophysical,Earthquake,Ground movement,NA,Indonesia,-4.511,139.022,1989,8,1,1989,8,1,120,NA
1989,Geophysical,Earthquake,Ground movement,NA,Indonesia,1.031,126.189,1989,3,8,1989,3,8,NA,NA
1989,Geophysical,Earthquake,Ground movement,NA,Indonesia,-8.081,125.129,1989,7,14,1989,7,14,NA,NA
1989,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),30.167,50.921,1989,5,27,1989,5,27,100,NA
1989,Geophysical,Earthquake,Ground movement,NA,Mexico,16.773,-99.328,1989,4,25,1989,4,25,3,NA
1990,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),36.961,49.414,1990,6,21,1990,6,21,40000,8000000
1990,Geophysical,Earthquake,Ground movement,NA,Philippines (the),9.725,124.625,1990,2,8,1990,2,8,1,900
1990,Geophysical,Earthquake,Ground movement,NA,Peru,-6.016,-77.229,1990,5,29,1990,5,29,200,1000
1990,Geophysical,Earthquake,Ground movement,NA,Indonesia,1.186,122.857,1990,4,18,1990,4,18,5,NA
1990,Geophysical,Earthquake,Ground movement,NA,Philippines (the),11.76,121.899,1990,6,14,1990,6,14,4,NA
1990,Geophysical,Earthquake,Ground movement,NA,Romania,45.841,26.668,1990,5,30,1990,5,30,9,NA
1991,Geophysical,Volcanic activity,Ash fall,NA,Italy,37.734,15.004,1991,12,15,1991,12,15,NA,NA
1991,Geophysical,Earthquake,Ground movement,NA,Pakistan,38.993,70.423,1991,1,31,1991,1,31,300,10000
1992,Geophysical,Volcanic activity,Ash fall,NA,Papua New Guinea,-4.08,145.037,1992,10,14,1992,10,14,NA,NA
1988,Geophysical,Earthquake,Ground movement,NA,Solomon Islands,-10.199,160.855,1988,8,10,1988,8,10,1,NA
1989,Geophysical,Earthquake,Ground movement,NA,Soviet Union,38.465,68.694,1989,1,23,1989,1,23,274,24800
1989,Geophysical,Earthquake,Ground movement,NA,United States of America (the),37.036,-121.88,1989,10,18,1989,10,18,62,5600000
1989,Geophysical,Earthquake,Ground movement,NA,United States of America (the),19.362,-155.083,1989,6,26,1989,6,26,5,NA
